Tweet		Sarcasm
@Tha_SweetestG Awe, because you just go through the day after day! Lol		1
@dallasmavs does dirk play for the Mavs?		1
@MarkZinno yeah... hasn't worked out for New England at all		1
@BTNTomDienhart I'm sure this stance won't lead to any controversy's during the season.		1
@HannahLangley5 Yeah, whatever😒😘💞		0
@HeatherT_Laine @Real_Liam_Payne I never knew that about you.		1
@audge_debouv because that math test is not going		0
@RighteousBenny thats why the quote option is there you goof		0
@BostonGlobe it's a BMW. Those guys can do whatever they want.		1
@___kyy finna head to work		0
@lilli_5 yessahhh lol we have weekly food logs and journal we have to write in		0
@modalmom and I bet roads were taking up all the potential bike parking spaces.		1
@RKalland - Worried about beating this oxen (bit) into the ground by traveling the trail with each team?		0
Maybe I got warm, {I argue, still frowning and trying to keep myself from shaking my head again} The temperature around--{@GoldenHeroine}		0
@Sprite37 @RobaatoX thank god megaman pegasus or whatever made it in... I don't know what I'd do without that cherished memory...		1
@Yair_Rosenberg @JeffreyGoldberg @TimesofIsrael Crazy! We should only be comparing religious Jews &amp; settlers to ISIS, right?		1
@qualin52 They Cant Say None Lol Let Em L👀k		0
@lsabellaswan yes they do(: lol		0
@JohnnySoftware Back up. I'm neither pro nor anti-FAA. My point is that there is too much regulation in this country overall. Period.		0
@burton_Andrew23 let's get together with @Double_Cup_Andy and get Chinese eyed		0
@mitchyMChugs13 I agree with the flag on Lang that was stupid of him		0
@MrFahrenheit_RP [I gasp softly but press my chest up against yours. It had been ages since I'd slept.with someone but I could feel myself ~		0
@Sjosz A well-deserved break. :) Happy holidays to you, sir!		0
@larotondamber you know, I do live right down the street.... And those cinnamon rolls look mighty tasty		0
@bhalomanush @suvvz Thanks a lot for the follow up, really appreciate that		0
@Gaz_Wilson I know!!! When did she get so big! xx		0
@ant_cyrus816 ugh i know it sucks!		0
@IMPACTWRESTLING @HulkHogan hot damn you all made that graphic super fast!		1
“@Mike_Pee: Anybody else enjoy being a sideline?” Never again.		0
@JLuck15 balls of steel !!! ;-)		0
@TimMontgomerie Muzzling the press will stop this type of very important public interest journalism, we must fight it 2 remain free		1
@YesBiscuit Thank goodness the US still has troops in Europe, then!		1
@__Spencey__ @Tattybogles @_icze4r "Why can't I tweet my opinion that is pure evil without people telling me I'm wrong?"		1
@toddporter Who would have guessed that.		1
@The_RickGrimes1 can't wait!		0
@Andrew_Reiner Back when you could just write "Yawn." or go off about some coasters you got at Target. cc: @MattHelgeson @GI_AndyMc		0
@rokro11 @ClarkRenney @JimboDubyah @Jacob1554 Yea! Those damn rich people that go to work everyday....		1
@SusanElizabeth - Made it to East Coast New Years no problem... Not making it to West Coast midnight. Kids going to be up at 4AM.		0
@newgirlintoon @_CMInteriors CMINTERI should say. Oops. If you get chance, check it out. It's a tad pricey but the atmosphere is fantastic X		0
@krrrrissst101 yea cause you boyfriend is huge he's a bulky dude haha		1
@WTEBN Hmm, now it's out there you can expect to hear it in the office. And you have no one to blame but yourself. Earphones tomorrow, Will!		0
@KathrinaPerry I was thinking more		1
@UberFacts thanks for clearing that up.. I was wondering how 2 cartoon characters could have real life masters degrees.		1
@Le_ZiM you weren't acting like it. *shrugs*		0
@jeremiahcowan_ so cool, Jeremiah. Loved reading the article		0
@VauxhallCustSvc great customer service		1
@Fuckasaurus welcome aboard! there's coffee and cookies inside.		1
@lbradley727 me too		1
@karasteCB Never stop drawing. Or was that breathing? Fairly sure that it's one of those.		0
@Patr1ck0 yeah. I'm psyched for you...		1
@amdgotti @DrTster k then, yeah that's exactly what i did..		1
@KASantiago @iKeet7 lol we miss you ate! What do you want. We’re about to head to the shops so were going to get you something cool! Lol.		0
@ClevelandChick they haven't been taught how to be fans like their wonderful heat fan		1
@mr_johnny_e Haha. ;) It's something to behold for sure.		0
@JarnoBrown NICE!! Come on By...Ask for Dutch for 10% Off Everything Today! Don't Forget to Follow Us!		0
@Miriam_Love okie dokie who's all going with you?		0
@Takeoffmy_Beltz I love everyone too much to do that		1
@JoshBlockDC @RisingRedStorm They probably stole all the idea for their start-ups from the Palestinians		1
“@UberFacts: It's possible to get addicted to chocolate.” Really? I'm so surprised.		1
@TaraSledjeski You're looking at it all wrong. Cashman did it, so it's bad!		1
@BISSH_PLEASE you always working it's Nothing wrong with that		0
@itsdevlin the Reply All button is an amazing communication device, so much clarity comes from it		1
@Jennatree I wish 😞 it's 3+ years. Feels like I'm already 3 years in (stress wise)		0
@garethfurlong18 @dsvyner_ oh are u working tonight mate my apologise thought u where on the couch		1
@JoeFarfsing11 @JoeGoodberry Great game. Ended on a penalty clock runoff, IIRC.		0
@j_yeang happy birthday Jessie!		0
@steph_lorange You're leaving in like 5 days ):		0
@leafsfaninyvr Howd the game go? Haven't seen anything...		1
@RobKardashian @T-Mobile cause we adding 20 bucks a month to our bill to pay full price for a phone.		1
@KatieKeene24 @CoachRich25 yeah that would look super attractive....		1
@StefanoHairon just a bit. He was a dominant player in 08-09 though. That must still count for something? no?		1
@natalieshunter What? They will want to use them for something other than learning??? Technology inspires learning.		1
@TeyneenLouise @LaraDuffJonas haha can't wait to see you both!&lt;3		0
@SgtSupercoach oh great		1
@WELSHBASECAMP @kylie123 oh really? How so?		1
@Gawiesnr "Religion of Peace" braces for backlash. Liberal western leaders falling over themselves to apologize.		1
@SheilaGunnReid Let them. It would show Albertans where they stand and how truly different we are.		0
@RyInCBus what about Vince Young or Jamarcus Russell???		1
@ahmed_omarji @ZAKP_10 @Munshiiii @Suleman_15 @Daila_786 he's being sarcastic; don't believe him		1
@Intelligble This was amazing considering he's been suffering from sickness...you can really hear the struggle in his voice.		1
@ultras_mel They are not 4-year scholarships. They are 1-year scholarships. Pretty sure they can stay for next semester if they choose.		0
@piersmorgan as good a golf pundit as you are a football one...		0
@sugarfeet7 but the true reality is its your own fault for thinking she wouldnt cheat on u		0
@CHASE_Y0_DREAMS you still from New Orleans too yea, ijs😂		0
“@ufc: They have arrived ladies and gentlemen! Jones vs Cormier  Cormier		0
@dracanealp @Colbmister89 @Psycomedian @DG_Yagami @Lunerus @ZL_FFF He is so full of shit XP		0
@MichaelChris21 what you into on tonight Fam		0
@zakeaa_ @whit_neyy 😂😂😂 bitch deletes tweet		0
@CarlyKunnen good choice 👍		0
@Mark__Snyder He'll be SO welcome at future games		1
@utterlypotter You had no life before twitter :( Awwh well done you for putting yourself out there.		1
@LindaSuhler Yeah Entrepreneurs are not quite extinct in the		1
@YoungHudge lmaooo Darth Hudge. I said 'I like my asses as fat as Jessica Rabbit's'		0
@thenewbraxton fuck outa here		0
@jordancowger Can we bring it tomorrow?😏		0
@leemcm1976 gloves are off 9:30 sky sports 2		0
@libertyladyusa @uptonm275 Well, you know, we all grieve in our own way.		1
@stevecofield plus super compelling football game competing against it		1
@GreggyB_ Yeah Fab been nice for awhile now.. I've always fucked with heem		0
“@MikePCanvas: thank God for the long weekend 🙌”		0
@jillianfinleyyy fuck yeah!!!		0
@askabeautyguru @delevingnexoxox defiantly I'm so jealous of her		1
@dabrams2021 But he's PAID to score		1
@AislingNM next week perchance?!		0
@zenitramttehr is it really...? 😅		0
“@SamHeady_soJDM: Fucking dogs dude. All girls are dogs 🙅”		0
@megtjames exactly, wow your soooo clever!		1
@541Knight Correct but the damn schools SHOULD		1
@CecileRichards Stay classy, Cecile. Stay classy.		1
@hunter_mullinax noooooo silly willy🙈		0
@ayeeitsmolly thank god for braces. And tweezers. And hair dye. And boobs.		0
@charlesadler but Charles! Hudak is a monster who will eat our children &amp; drown our pets! our unions said so!		1
@TinaAmini w'okay.... That's comforting ...		1
@AndrewTadman @PhilDTaylor @ITV Oh because the loser always does an interview...		1
@Noble_Lue only retail do closing shifts?		0
@JenniferOelfke yeah I definitely couldn't tell!		1
@jareds24 I don't know about you, but We're gonna need to know all thos muscles for gym final every day 😆		1
@jamesgraemer Enjoy, instead of joining you I'm on a conference call discussing conjoint research		1
@IAM_SM3 whoa😱 1-0 I bet they will never catch back up		1
@EnergyNation lol yeah tell them to vote for fracking. That is such a good idea.		1
@AndyHosegood i love that film :) u know when gene kelly was in the rain scene,he had a hundred degree temp?		0
@CEORourke he had a child with kim kardashian, that in itself is a gift to humanity,		1
@RealAlexJones You call the people , (that pay all your bills I might add ) SHEEP . If all of it falls apart . I hope I see u .		0
@NookieThang Lol! I was a kid! See how that went!		0
@joycemurray And thank you for your politically unbiased, critically thinking, view of an important business &amp; healthy food.		1
@Tom_Arcand thanks man love you too		0
“@UberFacts: Since 2008, student loan debt has doubled to over trillion dollars.” I wonder why 1		1
@jimgeraghty and this undisclosed income had already been reduced to 77%, since that is how women are paid		1
@whtabtpineapple yeah let's do that for sure! Any good movies out? I don't even know!		0
@lelharry Ahh, hello friend! I hope you're doing well :)		0
@brookssmith528 your right. I'm so lost without u		1
@RobbieSavage8 said the same about ozil, he was a smasher		1
@markos color man? That shit is racist as hell.		1
@Keri_Raveq @ScottaeUSA I don't care if people say it's crazy, best friends can come from anywhere, and distance doesn't change that 💖		0
@Anjellycar If you would like, I could take a look and see if anything is recoverable. Let me know either way, good luck!		0
@AllieButts5 @KaylaG55 @amandapayne1997 you guys have no idea what you're talking about that was the best 2.5 hours ever!		1
@Live_Love_Roman everything you say is false , sit down!		0
@shwood welcome to twitter. First time user		1
@cisnky_lfc who should?		0
@susieromo try playing sudoku instead. It might be easier.		0
Anticipation, Ms. Ruvio. *with precision, delivering a series of resounding slaps against @Ruvio23's ass* Happy birthday, baby.		0
@frnelizabeth welp, it's genuinely in the diary! 😉		0
@saintjw but I thought he went on a free...		1
@Ellis_Simpson who uses cases in this day and age? If anything use a bumper, we ant in the 90s!		0
@BRoffers I don't have to. Billy Hamilton and the Reds offense have been lighting it up.		1
@campbell_tcamp You'll always get a happy 4/20 from me bruh		0
@CardinalDempsey aw dang.		0
@acaldwell055 I thought lack of backlash was because Johnny Depp is so awesome not even real Indian could portray one as well as he		1
@__Daisyyy The fact that Ashanti didn't grab a mic and attempt to sing is something to be thankful for. LOL! She's not good live.		0
@BigBuck123 @RogerBezanis whatever u do, don't go to a hospital. They are out for your money.		1
@fignewton_ I like the way you think. You'll NEVER guess who it is...		1
@DanSpidell why would you say such a thing ugh		1
@Hornytoedtoo could u tell he was younger by the way he fucked? Jus curious..		0
@howieschwab Not in save percentage... Sweden 0.914 vs 0.889 for the US. Got to tighten up!!		1
@zoyaroses @PerfectEthereal @LucyAppa @stwissmann Ziva was sleeping with everyone including Gibbs which is why she had chemistry.		1
@jbzlilcupcake yeah I said its not yours its mine now mwahajahaha		0
@JacobBorgelt don't let em catch you ridin dirty.		0
@Lil_Mike_17 yea you real petty , lbs .		0
@bwadykstra I thought I sent you the memo, my bad		1
@GottliebShow yeah they only give each school about $20 million/year. no help at all!		1
@_KushAfterSex you Know Whats Crazy Tho. I Got Some Weave in My Head Right Now The Same Color As Your Hair 😁		0
@EcoCityCraft @md__5 but who needs oxygen when you have swag?		1
@allanbonner great to hear "cause we done got some smart folks around here who ain't doin' crack".		1
@ariel_finley sorry to here that		0
@DogCentral way to take your win with great sportsmanship		1
@Falris some games will be. I'll post a journal when I know more		0
@Alluring_Spark {laughs}		0
I'm going 💥🔫 “@PacmobWardie: I'm going to the gun range by my damn self”		0
@bassmanbrian @Nazarene Cool!		0
@GruntledWampa Oh she did?? Oh poor lamb.		1
@HellVizion @namnamxpxp Because we are telepathic xDD		0
@BrooklynDecker @andyroddick yeah, poor Andy. We all feel so bad for him. lol		1
@RosamundUrwin @NLCasey @Independent @NoMorePage3 yes breasts are apparently only acceptable for breast feeding. anything else tut tut!		0
@miambo @vStream thanks x		0
@goodmourningsir hmm I feel renaming it to a whiskey fort would be a much better idea		0
@KezWez ah fair do's, I'll put a big search party post on tumblr tonight		0
@Jae_Lo13 let's just call me out for the whole world to see 😭		0
@Boity. Please give me the MOET! :"D		0
@brogss_x I tried my best to simplify my answers and think of the obvious ones so hopefully I've done okay!		0
@leechboo @bazzafarr @PremierSportsTV 30 seconds in... line-out and someones spark out!		1
@MiraTej waking up to them was such a great feeling		0
@franfraschilla So glad A&amp;M no longer has to go there. Fans are tortilla throwing trash talking hobos. You stay classy.		1
@LowMaintainLife Yes is saying stuff like that trained Maidan Protesters and Opposition leaders.		1
@LSRFS A beauty of a truck!		0
@KC52inNC @RelapsedCath That is just wrong. Period!		0
@Eugene357 @Just_a_Texan Hey That's a slur on SH*T		1
Why didn't anyone remind me that sex sells??		1
@DaFakeMurphster @MetsGM responds "Oakland is a big market team, unlike the Mets." Lol		1
@MartyCaswell great pic Martha. Really captured the emotion of that ordeal.		1
@KerrangMagazine @markhoppus @NeckDeepUK May have trouble making the starting lineup definitely a super sub.		0
--either take a seat of find a way to keep us entertained. We're going to be here for a while. @NefariousSadist		0
@1stBMor "... And you're worried about people dying in the best country in the world?" Just cause there's a more dire situation somewhere..		0
@S_Manger @SportsCenter Boy they don't miss a beat do they!		1
@BeansTown106 @WinDroidGuy @rhcp011235 personally I don't mind most carrier apps beside VVM and Verizon MMS. Just bc they are intrusive		0
@Get_Like_Will @lilbitlex get the dub !		0
@jaydalynn_duh lmao I can't let my mama out do me !!!!!		0
@Ponii_Boii ill go lol or nah		0
@garrettsargent1 I always do this it's bad 😂🙈		0
@Leah_Banks I can, I'm off on Wednesday!		0
@Lion_Towers great answer!		0
@1uisperez @LEllerbe yep corrales zab castillo (gatti genaro n ODH were current champs) jmm past prime too but KOd manny cold right		1
@loulouparis_ sorry for being a nerd 🙊		0
@JeffDubay at least the TV coverage is top notch		1
@iCUTTHAIR or r u just following me? Blame it on twitter		0
@sdj98 @phidelt106 Appreciate it.		0
.@kady agreed, it's a great idea. It'll help us when we challenge this (again) but it would mean committing sociology.		1
@Griggsy96 how about that!? Swift punishment! Amazing		1
@EmilyDickens2 just what I've always wanted!!		1
Yes Manuel, it's so necessary. @manny_crash		0
@Hannahwalters_ I will!! Sweet dreams!		0
@joanne_mcdonald well, yeh(a) 💋		0
@SConahan that's not a wish. That would only happen in my dreams.		0
@NotSoAveragePK Nice how a tweet about loving all sinners creates a debate on who we should hate the most. Glad I never sin		1
@iiAMShayyButta lmaoooo..... U crazy		0
“@LaylaEmpson: @yasemin_xx happy birthday beautiful! Have a wicked day xxx”thank you lovely have a nice Christmas 😘💓💓💓		0
@kararenee2468 Oh. That's water. I thought it was how much you were dripping sexuality		0
@CRoss714: Because it's all about style		1
@McComb_4 @clayton_ringle You guys need to hook me up with roads. So when i get too big you can wash my back.		0
@WHLive Lets raise it to $12,000 an hour! that will really help!		1
@serbnskate_72 I hate it, I just dislike it so bad. I mean off course I have friends who smoke they life away but I tell them is no good.		0
@AriFleischer wow, I am shocked they failed so miserably. They usually nut these types of things up.		1
@MAQ_Ecosse i went IN PERSON, with ID, and they still took over an hour (that will teach me to forget my online banking password). Bah!		0
@Bustillos77 Only for the Bears field goal kicker's agent		1
@megburge05 just wanna be that cool. Haha.		1
@PlumMiss Woohoo, +1-ing that!		0
@_ezpz_ What are you talking about? 95% is always satisfactory!		1
@mindchangez And since I just took notice of helps by "Considering" options until it is 2 late		1
@Lyndsay_CTV @CTVKitchener @vidman looks cozy!		1
@_DrStu @RichardDawkins Oh how could you...dont you see them 'miracles' happening around you all the time?		1
@Sheepdog427 He's a national treasure.		1
@calwhitt012 I haven't seen you haha...hiding tweet lol		0
@Buster_ESPN Good point. Cuz MLB would never consider allowing the Yankees to benefit in some manner that other teams aren't.		1
@1Legend_IAm I love you for saying this ahaha but what can we say , it's a twin thing 💁😉		1
@PoliticaILine clearly we need more guns in this country.		1
@Josh_MBrown 😂😂😂😂 fuck you!		0
@MattCardoso187 well now it shows it 😑😑		0
@JasonTasse @joshnet Uhhh.... I thought you loved me dammit!		1
@Corporatebaby @TinyTalkLeics @MissFrancisGirl @JewellsBoutique @IWantAPoem thank you!		0
@bobfescoe seasons over i give up		1
“@Junes_Dopest: Kansas bound with @_deeexoxo soon hopefully 🙏🙇🏀” up next 👀🙏💯		0
@JohnstoneBurke was there a bigger one?		1
@WarriorMSW Glad you finally won a match man.		1
@dartheighter only owns collard shirt		1
@GanjaAndGlitter I drop my phone on my face a lot...		0
@RealSkipBayless yep unreal Skip!! 12 yard scramble		1
@jjauthor oh no all the criminals will turn in their guns when the ban tales effect		1
@cbfowler everyone knows any top half SEC Team would win this game by 50!!		1
@JoeMaBoB aww poor you, your missing out on such great things like, sitting in a hall for hours and eating shit food ;)		1
@___Kjanae fuck yo fat bald head ass u just hating in the low😩😹✌️		0
@karlkovacs nice...		1
@freakitecture That isn't confusing at all!		1
@my_boys_ @RockChristopher Great reminder for the beginning of a new week, especially during the holidays.		0
@mrdpercival a bit like...uhm me?		1
@NewEnglandite oh my god! Huckabee talking about sex is a pretty effective contraceptive... *barf*		0
@GilliannnnC :( gutting!!... Just go oot in underwear and heels and say yer miley xxx		0
@dieterij they Photoshop models? Unheard of!		1
@Todd__Kincannon That's a conspiracy theory, just because I can see it doesn't make it true		1
@Cmon_Quan yup makes total sense		1
@edsheeran HOLY CRAP. FAVOURITE SONG😍		0
@sportykristina awesome...Thanks!		0
@PatriotLemonade hope you were able to sign up for obamacare!		1
@JoeKeane_Assoc @rte new information just came to light which the are looking into. Will let you know when it's due to be rescheduled		0
@TedOfficialPage I dnt give a f*ck buh I do have stress		1
@SM_NC I'm glad and confused as several people in the know and usually accurate were talking about your lease expiring and troubles. Thanks.		0
@tomletiss I'll be 31... that's frightening!		0
“@markmcbriar: Think im in love with @JennaValleys 😍” 😂😘		0
@FABSYLVESTER NP Love Congratulations on making your dreams a reality!		0
@BigDon62 @Snapitson @sandgroper76 I know, ay, he should be investing into coal mines to demonstrate his integrity		1
@JRsBBQ can't call someone a wrestler...but Lesnar can say he wants to rip off Cena's arms....makes sense.		1
@claremac1981 still in car keeping warm! Lol gwann cloney!		0
@NiinaEmpreSSion @SUPERMIXSOUND @DJPRINCESSSSS truss miss u all too		0
@slmandel it will be sad when that doesnt happen		1
@jessemthomas that's cuz Al Gore doesn't work for the govt. anymore.		1
@nickkapusta531 no I'm serious I thought it was so cool that it told me you added a pic of the honda		1
@hblodget They know what is best for us; and we should do as they say.		1
“@BunBTrillOG: Morning! @ProfessorTrill wants to wish all of his @RiceUniversity students good luck on their midterms! Especially mine!”		0
@TorreySmithWR cause it is all your fault! Since you only play WR, not QB or RB or LB, you didn't contribute enough! Because LOGIC!		1
@outdoorkylie Oh wait! You've totally got it sussed! Orange = Funky, Friendly, Interesting. You are ALL of these things!		0
“@lifeofabrunette: Want 😍  HAVE 😍 		0
@jonathanwoods didn’t see any spitting? Just goaded Coleman a bit. To be fair he had had a load of shit himself on reflection.		0
@erb_steph you're going to miss it/us. Do they even have inground pools in Kokomo?		1
“@CuteEmergency: baby foxes are too cute.  @anastasiaa0		0
@HeyySerenityBby really? Where did you see me?		1
@m_elizabeth13 WHAT DID YOU SAY		0
@PhillydotcomENT @phillydotcom wow...that's such a shock!!		1
@k__tinaa I love you for this 💜		0
@CoachGStallard @pittab @SptbgSports hope something happens in game 3 to give this series some energy. Hardly anything of interest		1
@DRGregDouglas Sahira: *sighs* why didn't they wanna go? They normally don't mind		0
@misdreavus79 @Aries_GD Just because we're talking about athletes in college classes doesn't mean the NCAA has a role here.		1
@AmbitiousSapphi I'm not sweets. Pinky promise!!!!		0
.@toast_gh0st that's it, just laugh it off, haha ha A Haah asd lkm ,ga		0
@ERDJones makes it 'dated'. try it out for size and lemme know how that works for you.		0
@Breeza1980 @GerardWhateley @Robbo_heraldsun Yellow is so close to teal though.		1
@CNN time!		1
@PWTorch If I may ask, who is your source?		0
@MarissaGarside its the land of enchantment how could it be boring??		1
@WalkinggModel__ girl I'm so serious I'm going to school to be a lawyer and Obama can make me his Olivia Pope lmao		0
@PowerOfAhDolla ok. I forgive you. Be my valentine?		0
@SignyTheSage @NBCNews @Politics_PR Coincidence I'm sure		1
@PeaceLove_RKO Read about your finger. You do know that's not supposed to go in the door right?		1
@ketamineD You and I will be together... Nothing bad will happen, nothing bad happens to us.		1
@Atheist_Knight Visual field cup Pi? 😂😂😂		0
@verocakes_ for the flu test - not the shot - yeah they stick a long q tip up your nose		0
@RepubsUnited You're supposed to urinate yourself and cower in fear. Not defend yourself.		1
@jaywpennell @WestCoastGal88 @mw55 just crown champ at Daytona so everyone equal points &amp; get 43 instead of just 4. Will be WILD!		1
@DakotaJamess this is too much to discuss over twitter. I'll just talk to someone the next time I work. 😐😂		0
@NewKidsGurl oh yeah		1
@tiberria @WatcherDev or getting rings and necks without spirit on them from bonus rolls and missions. SO MUCH FUN		1
@ChrisLagasse it would be nice to have a major league team to play in it one year		1
@jfxo_ thank you beautiful ❤️		0
@geologiser that sounds lovely		0
@dwmclaurin I know right? But don't worry, they could never reach true knowledge bc they don't study Hebrew... Lol.		1
@urbannedgurl_ Let's just save up for the jet first :P		0
@SelenaCholak ohh lol that's so funny		1
@CassieCushman What a nice girl.		1
@JokingJesus oh man you got me good there... How could I have missed this one too?		1
@MDSebach Well hey, if the Nazis portrayed him as THE Islamic leader, it must be true right?		1
“@Variety: Box Office: ‘Captain America’ Racing to $100 Million in U.S. Debut  @ChrisEvans @CaptainAmerica		0
@reidstanley28 maybe we should all just go to the cabin bro		0
@FOXSoccer @FOXSports another heart stopping high scoring soccer game!!		1
@ironmikeluke @Anthony_Humbert @Kevin1290 oh yeah that coach is going to turn them around, lob city and such...		1
@Kid_Kutchey cowboys lost to kc by one and a bullshit call so that's not a good argument.		0
@Joey7Barton don't worry mate you're still the best English midfielder apart from Gerarrd.		1
@jacklcfc Haha, cheeky bastard aren't you! :P Good job I love you, Creme Egg stealing is a big deal!		0
@MikeIsAverage ok.. remember that when i meet you lol		0
😂“@talezofhustla: @CrissyKisses @Stil3ttoRoyale lol I'm going back into the shadows 		0
@gregorydjohnsen damn it because they said so! Don't question just accept		1
@AwesomeOrchid awww :) it looks just like you! Hope the op went ok.		0
@Tifferss32 im sorry :( does that mean you can come home sooner?		0
@SethDavisHoops how would even know that!?!		1
@JasonGregor but all week CBC has hold me it is totally fair		1
@Trevydk15 lol I got 9 now. I hate this game		0
@gravy_mcrorie It's a simple term. It's just basically slang. If you have the right intentions, I don't see how it's ridiculous.		0
@Jen_Royle that show is horrible. And with EA on the show is even worse. Dancing is a "sport" right?		1
@JayBilas I followed you for the jeezy quotes, what's basketball?		1
@edbott Drives me crazy when people don't know how to spel either.		1
@mtrudeau7 exactly and I love it. June was my "off" month. My wife loves that our vacations revolve around soccer...		1
@HistoryDiva25 @crazyn0w_ yes well you know P grew up white in the south so she was majorly oppressed...		1
@sherazard *ducks random thrown objects*		0
@Stetson_David an old man did that to me last week 😐		0
@ShistyWizard Oklahoma (here till sun for work)		0
@MoreChainsaw @The_Deeter Lets not go there :(		0
@DeevahfromSC WAY too early…….		0
@weknowwhatsbest @jstines3 terrible........OUTLAW THE BURNING IF FOSSIL FUELS BEFORE IT'S TOO LATE!!!!!!!!!!!		1
@sophronian it was gross so I decided to revert to my awkward potato stage.		0
“@JayyOhDee: Bitches be trippinnnn. In this case the bitch is Lizbeth” 👈 She even puts my lips... Why you so obsessed with me 😏 lol		0
@jessiebiscuit subtweet much? Next time just tag me		1
@Jaykul just the other week they quit making me remove CPAP from my bag in TSA pre-check.		1
@ZachOsterman Behold the freshman wall		1
@Mark_Whitelegge I worry myself too to be fair haha anyway off to bed got a thrilling day of t&amp;t to look forward to, can't wait! :(		1
@MrTitleist Some stellar play calling		1
@tldr I didn't apply. Application was TLDR.		1
@Chelswhere And miss out on driving in stupid Winnipeg traffic, no way!		1
@EVD2014 give it to me =)		0
@TaylorZRadio any chance of a at that fancy joint?		0
“@NikoLaurentt: @DonBarnz yoooo”😳&lt; yooo if ur bk u better be hittin them 3s lol		0
@chrissyalvarez that little black one had green eyes. GREEN!! he was super fucking cute.		0
@goldenmorm @MormonModel that's so lame! You should definitely go, especially if it's your last year!		0
@Cassie_Morgan_ I just love when that happens!		1
@ReverendDrDash I don't think I quite understand why raising virtual cows wouldd be fun.... but I don't get a lot of things....		0
@piersmorgan Before you fall asleep do you hear crickets?		0
@BrckenridgeAlex I'll tell him it's now the Harlem Twerk. He won't be able to resist the booty shaking music.		0
@VanderveenBrett I'm heading up Friday. Gunna park my boat in ur nice new dock		0
@Forbes at least @facebook has revenue.		1
@samsmith1993 @P_Bennett93 my mam &amp; sisters there too 😣 sat on my sofa with a kopparberg.. ano where ad rather be! champions league nights 🙌		0
@Jordan__ORourke yep get these 4.4 blazers out		0
@kvpeezy you're keen. Couldn't even wait till next Friday :p		0
@missD0MINIQUE but everyone wants to see her baby! it's the cutest thing EVAR!		1
.@PolitixGal I must have missed him downsizing that mansion and selling the private jet.		1
@xo_tate_ox it's your last chance		0
@lailayuile trusting industry to self regulate and self police always produces favorable results for residents and environment		1
“@ReaganCoalition: Cop Killer Wife: ‘He Should’ve Took All The Cops The F*** Out’  society is just wonderful		1
@rainobscured Especially after they've spent half an hour talking down to you. It's SUPER HELPFUL and GREAT.		1
@Doctress_who10 ...yeah, we got a long and then she regenerated and things just weren't the same, for either of us.		0
@Laur_Katz @nprnews @smithsonian "Boeing donates $30 million to Smithsonian." Corporations suck, don't they. Greedy bastards!		1
@foxvertebrae @toritruslow That is fascinating! What a cool way to raise money.		0
@christina_khan I understand.		0
@GahhDamnRozayy_ sometime soon! Before I leave Texas		0
@Jjc1Jerry @JanRomes Absolutely right. No paradise then, and even now sometimes a very difficult place to live.		0
@MistressOfFrog damn slutty-mc-sluttertons using all my man-dollars to buy pills from the gubbernment but won't sex w/me! whaaaa!		1
@canadianglen I had a mild case of it but the blood infection just amped everything. Endo is still keeping an eye on it though		0
@TurnOnTheJets what? No one is going to want a receiver that can't catch a cold? Surely you jest...		1
@geraldcor I'm glad that we seem to agree on a lot of "junk" food.		0
@JonAcuff @jeremycowart but remember, the NFL is a non-profit, so it must be going to a good cause		1
@nicebretly Surely you grasp my point.....		0
@TravelCoalition haven't you heard? Obama fixed the		1
@philsturgeon Screw you, Phil. We don't argue!		1
@michael_gilman I can't even imagine why, and I'm not there.		1
@_phuckyolife damn smh lol i know the feeling. i always grab the wall sit in classes like that so i can lean on something lol		0
@Cemeditaaa @itsreemaa exactly we're soulmates		0
@NickHillBaggies @baggiestravel Apparently we need to give Wolves a pat on the back for 30, 000 crowd.today. Lets all clap them		1
@Phil_GA yeah retailers have protected our data so well over the last year I trust them to handle more		1
@AintItJared I'm bleeding so much and I can't look down or else drool will just come out of my mouth 😒		0
@iainsarjeant @loicthisse @anotherplacemag "to describe oneself without words but with honesty" - indeed. Thank you for sharing these Iain.		0
@DINEROsoINKY I've been good how abt you?		0
@politico killing more jobs when already have a high unemployment rate is always a good thing.		1
@Crutnacker you’re never allowed on tumblr!		0
@blonderaider21 @_tdavila I would try "Hi my name is Carlos Danger I follow you alot"		1
@LKenz na swear, teddy is actually a sick character. He's in it right till the end		0
@FieryMurphMan @nflonfox @gregcouch Your unbiased opinion on Stafford is a breath of fresh air.		1
@afreen_osman i still remember its your bday frm mosque days we used 2do a count dwn, u beat me by 9 days and yeah i think it was u :) fb?		0
@karameru89 Like this one for instance HAHAHAH XD 		0
@eherot an awesome write-up of all that’s wrong with the taxi industry.		0
@hmilfeld clearly, losing this game means we will not make the playoffs. I mean, IT'S OCTOBER, THESE GAMES ARE MUST WIN!		1
@malston_ don't be inviting no hoodrats. if I don't like them, they're not getting in		0
@MoveTheSticks I'm sorry who? Never heard of them...		1
@iiAm_KJay bruh ! 😂✋ don't start ! TOO LATE 😭 IM WEAK 😂		0
@Bri9801 ain't nobody got time for that. 😂		0
@JosieJRiddle__ good joke! I'm laughing my head off!		1
@StephenAtHome we are talking about the French here Stephen, what'd u expect?		1
@blakeshelton Fortunately as awful as Idol has become with their new judges, by comparison you won't suck!		1
@WCTV No way the guy in the middle is guilty		1
